상병코드,상병명
T34,조직괴사를 동반한 동상(Frostbite with tissue necrosis)
T35,다발성 신체부위를 침범하는 동상 및 상세불명의 동상(Frostbite involving multiple body regions and unspecified frostbite)
T36,전신 항생제에 의한 중독(Poisoning by systemic antibiotics)
T37,기타 전신 항감염제 및 항기생충제에 의한 중독(Poisoning by other systemic anti-infectives and antiparasitics)
T38,"달리 분류되지 않은 호르몬, 합성 호르몬 대치물 및 대항제(길항제)에 의한 중독(Poisoning by hormones and their synthetic substitutes and antagonists, NEC)"
T39,"비마약성 진통제, 해열제 및 항류마티스제에 의한 중독(Poisoning by nonopioid analgesics, antipyretics and antirheumatics)"
T40,마약 및 정신이상 약에 의한 중독[환각제](Poisoning by narcotics and psycho- dysleptics [hallucinogens])
T41,마취제 및 각종 치료용가스에 의한 중독(Poisoning by anaesthetics and therapeutic gases)
T42,"항간질제, 진정-수면제 및 항파킨슨제 약물에 의한 중독(Poisoning by antiepileptic, sedative-hypnotic and antiparkinsonism drugs)"
T43,"달리 분류되지 않은 정신작용 약물에 의한 중독(Poisoning by psychotropic drugs, NEC)"
T44,일차적으로 자율신경계통에 작용하는 약물에 의한 중독(Poisoning by drugs primarily affecting the autonomic nervous system)
T45,"달리 분류되지 않은 전신 및 혈액에 일차적으로 작용하는 약물에 의한 중독(Poisoning by primarily systemic and haematological agents, NEC)"
T46,일차적으로 심장혈관계통에 영향을 주는 약물에 의한 중독(Poisoning by agents primarily affecting the cardiovascular system)
T47,일차적으로 위창자계통에 영향을 주는 약물에 의한 중독(Poisoning by agents primarily affecting the gastrointestinal system)
T48,"일차적으로 평활근, 골격근 및 호흡기계통에 영향을 주는 약물에 의한 중독(Poisoning by agents primarily acting on smooth and skeletal muscles and the respiratory system)"
T49,"일차적으로 피부 및 점막에 영향을 주는 국소적 약물 및 안과, 이비인후과 및치과적 약물에 의한 중독(Poisoning by topical agents primarily affecting skin and mucous membrane and by ophthalmological, otorhinolaryngological and dental drugs)"
T50,"이뇨제 및 기타 상세불명의 약물, 약제 및 생물학적 물질에 의한 중독(Poisoning by diuretics and other and unspecified drugs, medicaments and biological substances)"
T51,알코올의 중독작용(Toxic effect of alcohol)
T52,유기용제의 중독효과(Toxic effect of organic solvents)
T53,지방족 및 방향족의 탄화수소의 할로겐 유도의 중독작용(Toxic effect of halogen derivatives of aliphatic and aromatic hydrocarbons)
T54,부식성 물질의 중독작용(Toxic effect of corrosive substances)
T55,비누 및 세제의 중독작용(Toxic effect of soaps and detergents)
T56,금속의 중독작용(Toxic effect of metals)
T57,기타 무기물질의 중독작용(Toxic effect of other inorganic substances)
T58,일산화탄소의 중독작용(Toxic effect of carbon monoxide)
T59,"기타 기체, 연무 또는 물김의 중독작용(Toxic effect of other gases, fumes and vapours)"
T60,살충제의 중독작용(Toxic effect of pesticides)
T61,해산물 속의 유해물질의 중독작용(Toxic effect of noxious substances eaten as seafood)
T62,식품으로 섭취한 기타 유해물질의 중독작용(Toxic effect of other noxious substances eaten as food)
T63,독액성 동물과의 접촉의 중독작용(Toxic effect of contact with venomous animals)
T64,아플라톡신 및 기타 진균독소 식품 오염물의 중독작용(Toxic effect of aflatoxin and other mycotoxin food contaminant)
T65,기타 및 상세불명 물질의 중독작용(Toxic effect of other and unspecified substances)
T66,방사선의 상세불명의 영향(Unspecified effects of radiation)
T67,열 및 빛의 영향(Effects of heat and light)
T68,저체온증(Hypothermia)
T69,저하된 온도의 기타 영향(Other effects of reduced temperature)
T70,기압 및 수압의 영향(Effects of air pressure and water pressure)
T71,질식(Asphyxiation)
T73,기타 결손의 영향(Effects of other deprivation)
T74,학대 증후군(Maltreatment syndromes)
T75,기타 외인의 영향(Effects of other external causes)
T78,"달리 분류되지 않은 부작용(Adverse effects, NEC)"
T79,"달리 분류되지 않은 외상의 특정 조기 합병증(Certain early complications of trauma, NEC)"
T80,"주입, 수혈 및 치료용 주사에 의한 합병증(Complications following infusion, transfusion and therapeutic injection)"
T81,"달리 분류되지 않은 처치의 합병증(Complications of procedures, NEC)"
T82,"심장혈관 보철장치, 삽입물 및 이식편의 합병증(Complications of cardiac and vascular prosthetic devices, implants and grafts)"
T83,"비뇨생식기 보철장치, 삽입물 및 이식편의 합병증(Complications of genitourinary prosthetic devices, implants and grafts)"
T84,"내부 정형외과적 보철장치, 삽입물 및 이식편의 합병증(Complications of internal orthopaedic prosthetic devices, implants and grafts)"
T85,"기타 내부 보철장치, 삽입물 및 이식편의 합병증(Complications of other internal prosthetic devices, implants and grafts)"
T86,기관 및 조직의 이식기능상실 및 거부(Failure and rejection of transplanted organs and tissues)
T87,재부착 및 절단에 국한된 합병증(Complications peculiar to reattachment and amputation)
T88,"달리 분류되지 않은 외과적 및 내과적 처치의 기타 합병증(Other complications of surgical and medical care, NEC)"
T90,머리의 손상의 후유증(Sequelae of injuries of head)
T91,목 및 몸통의 손상의 후유증(Sequelae of injuries of neck and trunk)
T92,팔의 손상의 후유증(Sequelae of injuries of upper limb)
T93,다리의 손상의 후유증(Sequelae of injuries of lower limb)
T94,다발성 및 상세불명의 신체부위를 침범한 손상의 후유증(Sequelae of injuries involving multiple and unspecified body regions)
T95,"화상, 부식 및 동상의 후유증(Sequelae of burns, corrosions and frostbite)"
T96,"약물, 약제 및 생물학적 물질에 의한 중독의 후유증(Sequelae of poisoning by drugs, medicaments and biological substances)"
T97,비의약품의 중독작용의 후유증(Sequelae of toxic effects of substances chiefly nonmedicinal as to source)
T98,기타 및 상세불명 외인 영향의 후유증(Sequelae of other and unspecified effects of external causes)
V01,자전거와 충돌로 다친 보행자(Pedestrian injured in collision with pedal cycle)
V02,이륜 또는 삼륜자동차와 충돌로 다친 보행자(Pedestrian injured in collision with two- or three-wheeled motor vehicle)
V03,"승용차, 픽업트럭 또는 밴과 충돌로 다친 보행자(Pedestrian injured in collision with car, pick-up truck or van)"
V04,대형화물차 또는 버스와 충돌로 다친 보행자(Pedestrian injured in collision with heavy transport vehicle or bus)
V05,열차 또는 철도차량과 충돌로 다친 보행자(Pedestrian injured in collision with railway train or railway vehicle)
V06,기타 무동력 차량과 충돌로 다친 보행자(Pedestrian injured in collision with other nonmotor vehicle)
V09,기타 및 상세 불명의 운수사고에서 다친 보행자(Pedestrian injured in other and unspecified transport accidents)
V10,보행자 또는 동물과 충돌로 다친 자전거 탑승자(Pedal cyclist injured in collision with pedestrian or animal)
V11,다른 자전거와 충돌로 다친 자전거 탑승자(Pedal cyclist injured in collision with other pedal cycle)
V12,이륜 또는 삼륜자동차와 충돌로 다친 자전거 탑승자(Pedal cyclist injured in collision with two- or three-wheeled motor vehicle)
V13,"승용차, 픽업트럭 또는 밴과 충돌로 다친 자전거 탑승자(Pedal cyclist injured in collision with car, pick-up truck or van)"
V14,대형화물차 또는 버스와 충돌로 다친 자전거 탑승자(Pedal cyclist injured in collision with heavy transport vehicle or bus)
V15,열차 또는 철도차량과 충돌로 다친 자전거 탑승자(Pedal cyclist injured in collision with railway train or railway vehicle)
V16,기타 무동력차량과 충돌로 다친 자전거 탑승자(Pedal cyclist injured in collision with other nonmotor vehicle)
V17,고정 또는 정지된 물체와 충돌로 다친 자전거 탑승자(Pedal cyclist injured in collision with fixed or stationary object)
V18,비충돌 운수사고에서 다친 자전거 탑승자(Pedal cyclist injured in noncollision transport accident)
V19,기타 및 상세불명의 운수사고에서 다친 자전거 탑승자(Pedal cyclist injured in other and unspecified transport accidents)
V20,보행자 또는 동물과 충돌로 다친 모터사이클 탑승자(Motorcycle rider injured in collision with pedestrian or animal)
V21,자전거와 충돌로 다친 모터사이클 탑승자(Motorcycle rider injured in collision with pedal cycle)
V22,이륜 또는 삼륜자동차와 충돌로 다친 모터사이클 탑승자(Motorcycle rider injured in collision with two- or three-wheeled motor vehicle)
V23,"승용차, 픽업트럭 또는 밴과 충돌로 다친 모터사이클 탑승자(Motorcycle rider injured in collision with car, pick-up truck or van)"
V24,대형화물차 또는 버스와 충돌로 다친 모터사이클 탑승자(Motorcycle rider injured in collision with heavy transport vehicle or bus)
V25,열차 또는 철도차량과 충돌로 다친 모터사이클 탑승자(Motorcycle rider injured in collision with railway train or railway vehicle)
V26,기타 무동력차량과 충돌로 다친 모터사이클 탑승자(Motorcycle rider injured in collision with other nonmotor vehicle)
V27,고정 또는 정지된 물체와 충돌로 다친 모터사이클 탑승자(Motorcycle rider injured in collision with fixed or stationary object)
V28,비충돌 운수사고에서 다친 모터사이클 탑승자(Motorcycle rider injured in noncollision transport accident)
V29,기타 및 상세불명의 운수사고에서 다친 모터사이클 탑승자(Motorcycle rider injured in other and unspecified transport accidents)
V30,보행자 또는 동물과 충돌로 다친 삼륜자동차 탑승자(Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal)
V31,자전거와 충돌로 다친 삼륜자동차 탑승자(Occupant of three-wheeled motor vehicle injured in collision with pedal cycle)
V32,이륜 또는 삼륜자동차와 충돌로 다친 삼륜자동차 탑승자(Occupant of three- wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle)
V33,"승용차, 픽업트럭  또는 밴과 충돌로 다친 삼륜자동차 탑승자(Occupant of three- wheeled motor vehicle injured in collision with car, pick-up truck or van)"
V34,대형화물차 또는 버스와 충돌로 다친 삼륜자동차 탑승자(Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus)
V35,열차 또는 철도차량과 충돌로 다친 삼륜자동차 탑승자(Occupant of three- wheeled motor vehicle injured in collision with railway train or railway vehicle)
V36,기타 무동력차량과 충돌로 다친 삼륜자동차 탑승자(Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle)
V37,고정 또는 정지된 물체와 충돌로 다친 삼륜자동차 탑승자(Occupant of three- wheeled motor vehicle injured in collision with fixed or stationary object)
V38,비충돌 운수사고에서 다친 삼륜자동차 탑승자(Occupant of three-wheeled motor vehicle injured in noncollision transport accident)
V39,기타 및 상세불명의 운수사고에서 다친 삼륜자동차 탑승자(Occupant of three- wheeled motor vehicle injured in other and unspecified transport accidents)
V40,보행자 또는 동물과의 충돌로 다친 승용차 탑승자(Car occupant injured in collision with pedestrian or animal)
V41,자전거와 충돌로 다친 승용차 탑승자(Car occupant injured in collision with pedal cycle)
V42,이륜 또는 삼륜자동차와 충돌로 다친 승용차 탑승자(Car occupant injured in collision with two- or three-wheeled motor vehicle)
